target,Categories,Nfreq,Vfreq,freq,NVratio,Vditrans,Vtrans,Vintrans,Nmorph,MorphStatus,rel_type
timepiece,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
peasant,['noun'],629,0,629,630.0,False,False,False,1,monomorphemic,norel
gladiolus,['noun'],12,0,12,13.0,False,False,False,0,may_include_a_root,norel
bookshop,['noun'],104,0,104,105.0,False,False,False,1,complex,norel
aqualung,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
monster,['noun'],377,0,377,378.0,False,False,False,0,may_include_a_root,norel
blacksmith,['noun'],48,0,48,49.0,False,False,False,1,complex,norel
dwelling,['noun'],323,0,323,324.0,False,False,False,1,zero_derivation,rel
cuticle,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
autocrat,['noun'],17,0,17,18.0,False,False,False,1,complex,norel
plaint,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
Weltanschauung,['noun'],1,0,1,2.0,False,False,False,0,undetermined,norel
cosmonaut,['noun'],3,0,3,4.0,False,False,False,0,may_include_a_root,norel
tractor,['noun'],191,0,191,192.0,False,False,False,0,obscure,norel
dollop,['noun'],16,0,16,17.0,False,False,False,1,monomorphemic,norel
flyswatter,['noun'],2,0,2,3.0,False,False,False,2,complex,norel
crepitation,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
pail,['noun'],63,0,63,64.0,False,False,False,1,monomorphemic,norel
caseworker,['noun'],6,0,6,7.0,False,False,False,2,complex,rel
gyro,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
napkin,['noun'],124,0,124,125.0,False,False,False,1,monomorphemic,norel
filly,['noun'],27,0,27,28.0,False,False,False,0,obscure,norel
corrie,['noun'],92,0,92,93.0,False,False,False,0,may_include_a_root,norel
curler,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
delta,['noun'],93,0,93,94.0,False,False,False,1,monomorphemic,norel
curlew,['noun'],13,0,13,14.0,False,False,False,1,monomorphemic,norel
tiddler,['noun'],2,0,2,3.0,False,False,False,0,may_include_a_root,norel
polymath,['noun'],4,0,4,5.0,False,False,False,0,obscure,norel
windbag,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
midriff,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
kernel,['noun'],34,0,34,35.0,False,False,False,1,monomorphemic,norel
stag,['noun'],99,0,99,100.0,False,False,False,1,monomorphemic,norel
doings,['noun'],48,0,48,49.0,False,False,False,1,complex,norel
calendar,['noun'],151,0,151,152.0,False,False,False,1,monomorphemic,norel
puma,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
snorter,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
tux,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
foreword,['noun'],22,0,22,23.0,False,False,False,1,complex,rel
tun,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
tub,['noun'],167,0,167,168.0,False,False,False,1,monomorphemic,norel
stinker,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
scherzo,['noun'],17,0,17,18.0,False,False,False,1,monomorphemic,norel
rancher,['noun'],30,0,30,31.0,False,False,False,1,complex,norel
graveyard,['noun'],79,0,79,80.0,False,False,False,1,complex,norel
codpiece,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
cynosure,['noun'],5,0,5,6.0,False,False,False,0,obscure,norel
overdose,['noun'],28,0,28,29.0,False,False,False,1,complex,rel
odyssey,['noun'],40,0,40,41.0,False,False,False,0,may_include_a_root,norel
codicil,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
margin,['noun'],261,0,261,262.0,False,False,False,1,monomorphemic,norel
trader,['noun'],131,0,131,132.0,False,False,False,1,complex,norel
baths,['noun'],92,0,92,93.0,False,False,False,1,zero_derivation,norel
receptacle,['noun'],33,0,33,34.0,False,False,False,0,obscure,rel
ethnologist,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
jackboot,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
scientist,['noun'],1104,0,1104,1105.0,False,False,False,1,complex,norel
pedagogue,['noun'],9,0,9,10.0,False,False,False,0,may_include_a_root,norel
dipper,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
photocopier,['noun'],4,0,4,5.0,False,False,False,3,complex,norel
chamber,['noun'],834,0,834,835.0,False,False,False,0,may_include_a_root,norel
doll,['noun'],447,0,447,448.0,False,False,False,1,monomorphemic,norel
dolt,['noun'],11,0,11,12.0,False,False,False,1,monomorphemic,norel
songstress,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
reticule,['noun'],6,0,6,7.0,False,False,False,0,obscure,norel
crouton,['noun'],10,0,10,11.0,False,False,False,0,undetermined,norel
broker,['noun'],114,0,114,115.0,False,False,False,0,obscure,norel
island,['noun'],1632,0,1632,1633.0,False,False,False,0,obscure,norel
smattering,['noun'],18,0,18,19.0,False,False,False,0,obscure,norel
knave,['noun'],15,0,15,16.0,False,False,False,1,monomorphemic,norel
millipede,['noun'],15,0,15,16.0,False,False,False,0,may_include_a_root,norel
dauber,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
tycoon,['noun'],67,0,67,68.0,False,False,False,1,monomorphemic,norel
buggy,['noun'],23,0,23,24.0,False,False,False,0,obscure,norel
apotheosis,['noun'],24,0,24,25.0,False,False,False,0,may_include_a_root,norel
suitcase,['noun'],334,0,334,335.0,False,False,False,1,complex,norel
girlfriend,['noun'],70,0,70,71.0,False,False,False,1,complex,rel
lifetime,['noun'],420,0,420,421.0,False,False,False,1,complex,rel
arrowhead,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
rowanberry,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
lapel,['noun'],83,0,83,84.0,False,False,False,1,monomorphemic,norel
vertex,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
liar,['noun'],156,0,156,157.0,False,False,False,1,complex,rel
bevy,['noun'],39,0,39,40.0,False,False,False,0,obscure,norel
hailstone,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
eremite,['noun'],1,0,1,2.0,False,False,False,0,obscure,norel
bottleneck,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
capillary,['noun'],31,0,31,32.0,False,False,False,0,obscure,norel
tannery,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
gang,['noun'],433,0,433,434.0,False,False,False,1,monomorphemic,norel
pterodactyl,['noun'],5,0,5,6.0,False,False,False,0,may_include_a_root,norel
yearling,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
knitter,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
moneybox,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
lawyer,['noun'],906,0,906,907.0,False,False,False,1,complex,norel
bedfellow,['noun'],17,0,17,18.0,False,False,False,1,complex,rel
sophist,['noun'],28,0,28,29.0,False,False,False,1,complex,norel
vale,['noun'],65,0,65,66.0,False,False,False,1,monomorphemic,norel
surfer,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
tortoise,['noun'],101,0,101,102.0,False,False,False,1,monomorphemic,norel
ichneumon,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
airport,['noun'],1069,0,1069,1070.0,False,False,False,1,complex,norel
quotient,['noun'],17,0,17,18.0,False,False,False,0,obscure,rel
barker,['noun'],67,0,67,68.0,False,False,False,1,complex,norel
anthill,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
sadist,['noun'],26,0,26,27.0,False,False,False,1,complex,norel
fastening,['noun'],15,0,15,16.0,False,False,False,1,zero_derivation,rel
butterfingers,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
libertine,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
lassie,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
nimbus,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
town,['noun'],4005,0,4005,4006.0,False,False,False,1,monomorphemic,norel
sprit,['noun'],12,0,12,13.0,False,False,False,1,monomorphemic,norel
den,['noun'],179,0,179,180.0,False,False,False,1,monomorphemic,norel
deb,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
aspirant,['noun'],16,0,16,17.0,False,False,False,1,complex,norel
purchaser,['noun'],49,0,49,50.0,False,False,False,1,complex,rel
whopper,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
soutane,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
faculty,['noun'],549,0,549,550.0,False,False,False,0,obscure,rel
usurper,['noun'],11,0,11,12.0,False,False,False,1,complex,rel
setback,['noun'],111,0,111,112.0,False,False,False,1,zero_derivation,norel
dolly,['noun'],242,0,242,243.0,False,False,False,1,complex,norel
lath,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
greengrocer,['noun'],24,0,24,25.0,False,False,False,1,complex,norel
haversack,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
beret,['noun'],43,0,43,44.0,False,False,False,1,monomorphemic,norel
Hogmanay,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
coauthor,['noun'],2,0,2,3.0,False,False,False,1,complex,rel
sourpuss,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
cockleshell,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
bistro,['noun'],18,0,18,19.0,False,False,False,1,monomorphemic,norel
eventuality,['noun'],25,0,25,26.0,False,False,False,1,complex,norel
corkscrew,['noun'],24,0,24,25.0,False,False,False,1,complex,norel
coulter,['noun'],4,0,4,5.0,False,False,False,0,obscure,norel
elevator,['noun'],172,0,172,173.0,False,False,False,1,complex,norel
campground,['noun'],16,0,16,17.0,False,False,False,1,complex,norel
pommy,['noun'],3,0,3,4.0,False,False,False,0,may_include_a_root,norel
mama,['noun'],174,0,174,175.0,False,False,False,1,monomorphemic,rel
compartment,['noun'],186,0,186,187.0,False,False,False,0,obscure,norel
darkroom,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
selector,['noun'],57,0,57,58.0,False,False,False,1,complex,norel
colander,['noun'],6,0,6,7.0,False,False,False,0,may_include_a_root,norel
actuary,['noun'],2,0,2,3.0,False,False,False,0,obscure,norel
pedometer,['noun'],1,0,1,2.0,False,False,False,0,obscure,norel
intestine,['noun'],83,0,83,84.0,False,False,False,0,may_include_a_root,norel
rower,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
Chicano,['noun'],16,0,16,17.0,False,False,False,0,undetermined,norel
hecatomb,['noun'],1,0,1,2.0,False,False,False,0,may_include_a_root,norel
copyholder,['noun'],1,0,1,2.0,False,False,False,5,complex,rel
highflyer,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
pennant,['noun'],19,0,19,20.0,False,False,False,1,monomorphemic,norel
halfback,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
lifeguard,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
hillside,['noun'],155,0,155,156.0,False,False,False,1,complex,norel
yachtswoman,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
batten,['noun'],21,0,21,22.0,False,False,False,1,monomorphemic,norel
viscountess,['noun'],1,0,1,2.0,False,False,False,1,complex,rel
armature,['noun'],4,0,4,5.0,False,False,False,0,obscure,norel
archaeologist,['noun'],71,0,71,72.0,False,False,False,1,complex,norel
aviary,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
stowaway,['noun'],21,0,21,22.0,False,False,False,1,zero_derivation,rel
longstop,['noun'],1,0,1,2.0,False,False,False,2,complex,norel
memsahib,['noun'],179,0,179,180.0,False,False,False,1,monomorphemic,norel
pagoda,['noun'],12,0,12,13.0,False,False,False,1,monomorphemic,norel
shaman,['noun'],6,0,6,7.0,False,False,False,0,obscure,norel
swatch,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
shutdown,['noun'],11,0,11,12.0,False,False,False,1,zero_derivation,norel
trespasser,['noun'],11,0,11,12.0,False,False,False,1,complex,rel
crutch,['noun'],73,0,73,74.0,False,False,False,1,monomorphemic,norel
fug,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
dryad,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
chanterelle,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
personation,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
eland,['noun'],13,0,13,14.0,False,False,False,1,monomorphemic,norel
misdemeanour,['noun'],35,0,35,36.0,False,False,False,2,complex,rel
nosebag,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
belfry,['noun'],15,0,15,16.0,False,False,False,0,may_include_a_root,norel
subtenant,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
realm,['noun'],205,0,205,206.0,False,False,False,1,monomorphemic,norel
vole,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
punter,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
chambermaid,['noun'],25,0,25,26.0,False,False,False,1,complex,norel
forepart,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
glove,['noun'],348,0,348,349.0,False,False,False,1,monomorphemic,norel
twister,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
pew,['noun'],74,0,74,75.0,False,False,False,1,monomorphemic,norel
commentator,['noun'],134,0,134,135.0,False,False,False,2,complex,rel
crony,['noun'],31,0,31,32.0,False,False,False,0,obscure,rel
lottery,['noun'],39,0,39,40.0,False,False,False,1,complex,norel
crone,['noun'],22,0,22,23.0,False,False,False,1,monomorphemic,norel
beano,['noun'],5,0,5,6.0,False,False,False,0,obscure,norel
offshoot,['noun'],16,0,16,17.0,False,False,False,1,zero_derivation,rel
gambit,['noun'],176,0,176,177.0,False,False,False,1,monomorphemic,norel
maelstrom,['noun'],12,0,12,13.0,False,False,False,0,undetermined,norel
martinet,['noun'],3,0,3,4.0,False,False,False,0,undetermined,norel
borer,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
waterbird,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
warlock,['noun'],2,0,2,3.0,False,False,False,0,obscure,norel
legacy,['noun'],142,0,142,143.0,False,False,False,1,complex,rel
blockage,['noun'],13,0,13,14.0,False,False,False,2,complex,rel
valance,['noun'],2,0,2,3.0,False,False,False,0,obscure,norel
fisher,['noun'],125,0,125,126.0,False,False,False,1,complex,norel
ranter,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
lamplighter,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
tram,['noun'],94,0,94,95.0,False,False,False,1,monomorphemic,norel
golfer,['noun'],135,0,135,136.0,False,False,False,1,complex,norel
gusset,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
peanut,['noun'],98,0,98,99.0,False,False,False,1,complex,norel
surgeon,['noun'],204,0,204,205.0,False,False,False,1,monomorphemic,norel
samovar,['noun'],9,0,9,10.0,False,False,False,0,undetermined,norel
touchline,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
prefect,['noun'],31,0,31,32.0,False,False,False,0,obscure,norel
speckle,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
hatband,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
plinth,['noun'],27,0,27,28.0,False,False,False,1,monomorphemic,norel
bachelor,['noun'],176,0,176,177.0,False,False,False,0,obscure,rel
lodestar,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
liqueur,['noun'],45,0,45,46.0,False,False,False,1,monomorphemic,norel
trachea,['noun'],8,0,8,9.0,False,False,False,1,monomorphemic,norel
beanstalk,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
hipbath,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
semifinalist,['noun'],1,0,1,2.0,False,False,False,1,complex,rel
newscaster,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
pharmacologist,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
poseur,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
admiralty,['noun'],40,0,40,41.0,False,False,False,1,complex,rel
tannoy,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
hangar,['noun'],47,0,47,48.0,False,False,False,1,monomorphemic,norel
emotionalism,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
gasman,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
stevedore,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
meter,['noun'],97,0,97,98.0,False,False,False,0,may_include_a_root,norel
runt,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
snowdrift,['noun'],15,0,15,16.0,False,False,False,2,complex,norel
typewriter,['noun'],205,0,205,206.0,False,False,False,2,complex,norel
jockstrap,['noun'],7,0,7,8.0,False,False,False,0,obscure,norel
programmer,['noun'],40,0,40,41.0,False,False,False,1,complex,norel
toyshop,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
announcer,['noun'],21,0,21,22.0,False,False,False,1,complex,norel
motorman,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
cwm,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
grebe,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
spotter,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
stenographer,['noun'],22,0,22,23.0,False,False,False,1,complex,norel
payroll,['noun'],45,0,45,46.0,False,False,False,2,complex,norel
layabout,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
monkey,['noun'],324,0,324,325.0,False,False,False,1,monomorphemic,norel
workbench,['noun'],9,0,9,10.0,False,False,False,2,complex,norel
planchette,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
gobbet,['noun'],17,0,17,18.0,False,False,False,1,monomorphemic,norel
unbeliever,['noun'],25,0,25,26.0,False,False,False,2,complex,norel
mantelpiece,['noun'],99,0,99,100.0,False,False,False,1,complex,norel
calamity,['noun'],41,0,41,42.0,False,False,False,0,obscure,norel
opiate,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
pedlar,['noun'],26,0,26,27.0,False,False,False,1,complex,norel
countryman,['noun'],110,0,110,111.0,False,False,False,1,complex,norel
firefly,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
handbag,['noun'],168,0,168,169.0,False,False,False,1,complex,norel
transcript,['noun'],60,0,60,61.0,False,False,False,1,complex,rel
tripos,['noun'],8,0,8,9.0,False,False,False,0,may_include_a_root,norel
supporter,['noun'],575,0,575,576.0,False,False,False,1,complex,rel
cloche,['noun'],18,0,18,19.0,False,False,False,1,monomorphemic,norel
organ,['noun'],457,0,457,458.0,False,False,False,1,monomorphemic,norel
ashtray,['noun'],161,0,161,162.0,False,False,False,1,complex,norel
eyebrow,['noun'],323,0,323,324.0,False,False,False,1,complex,norel
purser,['noun'],15,0,15,16.0,False,False,False,0,obscure,norel
exploiter,['noun'],24,0,24,25.0,False,False,False,1,complex,rel
pelmet,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
safecracker,['noun'],1,0,1,2.0,False,False,False,1,complex,rel
juggler,['noun'],10,0,10,11.0,False,False,False,1,complex,rel
axle,['noun'],42,0,42,43.0,False,False,False,1,monomorphemic,norel
tarsus,['noun'],1,0,1,2.0,False,False,False,0,may_include_a_root,norel
respecter,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
freeman,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
celebrant,['noun'],6,0,6,7.0,False,False,False,1,complex,rel
sympathizer,['noun'],70,0,70,71.0,False,False,False,1,complex,rel
sandpiper,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
mahatma,['noun'],10,0,10,11.0,False,False,False,1,monomorphemic,norel
inamorata,['noun'],1,0,1,2.0,False,False,False,0,obscure,norel
bumboat,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
pockmark,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
cubit,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
supercharger,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
weapon,['noun'],1856,0,1856,1857.0,False,False,False,1,monomorphemic,norel
coaster,['noun'],20,0,20,21.0,False,False,False,1,complex,norel
sickbed,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
bench,['noun'],473,0,473,474.0,False,False,False,1,monomorphemic,norel
petrochemical,['noun'],19,0,19,20.0,False,False,False,0,obscure,norel
judiciary,['noun'],51,0,51,52.0,False,False,False,1,complex,rel
housekeeper,['noun'],117,0,117,118.0,False,False,False,2,complex,norel
methuselah,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
works,['noun'],336,0,336,337.0,False,False,False,1,zero_derivation,norel
whiner,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
watchtower,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
subcontinent,['noun'],13,0,13,14.0,False,False,False,1,complex,rel
paddock,['noun'],49,0,49,50.0,False,False,False,1,monomorphemic,norel
snapper,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
balustrade,['noun'],41,0,41,42.0,False,False,False,0,may_include_a_root,norel
predictor,['noun'],6,0,6,7.0,False,False,False,1,complex,rel
offprint,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
bun,['noun'],117,0,117,118.0,False,False,False,1,monomorphemic,norel
depositor,['noun'],11,0,11,12.0,False,False,False,2,complex,rel
woodsman,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
ecosystem,['noun'],36,0,36,37.0,False,False,False,1,complex,norel
wisp,['noun'],65,0,65,66.0,False,False,False,1,monomorphemic,norel
casuist,['noun'],1,0,1,2.0,False,False,False,0,obscure,norel
collier,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
cashew,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
ledge,['noun'],183,0,183,184.0,False,False,False,1,monomorphemic,norel
spreader,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
godsend,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
baker,['noun'],311,0,311,312.0,False,False,False,1,complex,norel
hiker,['noun'],16,0,16,17.0,False,False,False,1,complex,norel
gatekeeper,['noun'],5,0,5,6.0,False,False,False,2,complex,norel
vitalist,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
haberdasher,['noun'],4,0,4,5.0,False,False,False,0,obscure,norel
silverfish,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
softener,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
marimba,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
hireling,['noun'],7,0,7,8.0,False,False,False,1,complex,rel
ovation,['noun'],22,0,22,23.0,False,False,False,0,obscure,norel
scribbler,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
ingenue,['noun'],4,0,4,5.0,False,False,False,0,undetermined,norel
picketer,['noun'],1,0,1,2.0,False,False,False,1,complex,rel
protozoon,['noun'],13,0,13,14.0,False,False,False,0,may_include_a_root,norel
dyeworks,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
path,['noun'],1095,0,1095,1096.0,False,False,False,1,monomorphemic,norel
connoisseur,['noun'],41,0,41,42.0,False,False,False,0,undetermined,rel
mantis,['noun'],33,0,33,34.0,False,False,False,0,may_include_a_root,norel
chateau,['noun'],80,0,80,81.0,False,False,False,0,undetermined,norel
bayou,['noun'],5,0,5,6.0,False,False,False,0,undetermined,norel
varsity,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
cerebellum,['noun'],9,0,9,10.0,False,False,False,0,may_include_a_root,norel
scratchpad,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
dodo,['noun'],12,0,12,13.0,False,False,False,1,monomorphemic,norel
mu,['noun'],58,0,58,59.0,False,False,False,1,monomorphemic,norel
entertainer,['noun'],32,0,32,33.0,False,False,False,1,complex,norel
earldom,['noun'],3,0,3,4.0,False,False,False,1,complex,rel
slalom,['noun'],8,0,8,9.0,False,False,False,1,monomorphemic,norel
rhinoceros,['noun'],30,0,30,31.0,False,False,False,1,monomorphemic,norel
scion,['noun'],13,0,13,14.0,False,False,False,0,obscure,norel
coster,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
sparkler,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
mesa,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
stronghold,['noun'],60,0,60,61.0,False,False,False,1,complex,norel
croissant,['noun'],27,0,27,28.0,False,False,False,0,undetermined,norel
drachma,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
howdah,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
rump,['noun'],60,0,60,61.0,False,False,False,1,monomorphemic,norel
thesis,['noun'],344,0,344,345.0,False,False,False,0,may_include_a_root,rel
archdeacon,['noun'],14,0,14,15.0,False,False,False,1,complex,rel
flowerbed,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
godchild,['noun'],8,0,8,9.0,False,False,False,1,complex,rel
magneto,['noun'],4,0,4,5.0,False,False,False,0,obscure,norel
gymnasium,['noun'],33,0,33,34.0,False,False,False,0,obscure,norel
waxwork,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
poncho,['noun'],37,0,37,38.0,False,False,False,0,undetermined,norel
god,['noun'],878,0,878,879.0,False,False,False,1,monomorphemic,norel
recce,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
gob,['noun'],16,0,16,17.0,False,False,False,1,monomorphemic,norel
millennium,['noun'],70,0,70,71.0,False,False,False,1,monomorphemic,norel
damper,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
acrobat,['noun'],19,0,19,20.0,False,False,False,0,may_include_a_root,norel
denture,['noun'],12,0,12,13.0,False,False,False,0,may_include_a_root,norel
wheelbase,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
shindy,['noun'],1,0,1,2.0,False,False,False,0,may_include_a_root,norel
ceiling,['noun'],530,0,530,531.0,False,False,False,0,may_include_a_root,norel
compressor,['noun'],17,0,17,18.0,False,False,False,1,complex,norel
epicure,['noun'],1,0,1,2.0,False,False,False,0,may_include_a_root,norel
donkey,['noun'],254,0,254,255.0,False,False,False,1,monomorphemic,norel
harper,['noun'],44,0,44,45.0,False,False,False,1,complex,norel
teakettle,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
cleft,['noun'],57,0,57,58.0,False,False,False,1,zero_derivation,norel
evangelist,['noun'],16,0,16,17.0,False,False,False,0,obscure,norel
potsherd,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
coif,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
carcinoma,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
crankshaft,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
floe,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
stool,['noun'],223,0,223,224.0,False,False,False,1,monomorphemic,norel
housefly,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
bedpan,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
shoeshine,['noun'],10,0,10,11.0,False,False,False,2,complex,norel
lullaby,['noun'],18,0,18,19.0,False,False,False,0,obscure,norel
pacifist,['noun'],55,0,55,56.0,False,False,False,1,complex,norel
townee,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
overshoe,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
gymslip,['noun'],3,0,3,4.0,False,False,False,0,obscure,norel
highlander,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
peroration,['noun'],11,0,11,12.0,False,False,False,2,complex,norel
nun,['noun'],187,0,187,188.0,False,False,False,1,monomorphemic,norel
nub,['noun'],13,0,13,14.0,False,False,False,1,monomorphemic,norel
gladiator,['noun'],15,0,15,16.0,False,False,False,0,obscure,norel
hourglass,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
gravestone,['noun'],28,0,28,29.0,False,False,False,1,complex,rel
adage,['noun'],15,0,15,16.0,False,False,False,0,obscure,norel
boffin,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
